"Participant","Condition","RT","Error","Frequency"
"3","speed",0.485,FALSE,"very_low"
"3","speed",0.821,TRUE,"nw_low"
"3","speed",0.755,TRUE,"nw_High"
"3","speed",0.767,TRUE,"nw_very_low"
"3","speed",0.544,TRUE,"High"
"3","speed",0.609,TRUE,"nw_very_low"
"3","speed",0.536,TRUE,"nw_low"
"3","speed",0.491,TRUE,"nw_very_low"
"3","speed",0.561,TRUE,"low"
"3","speed",0.404,TRUE,"High"
"3","speed",0.423,FALSE,"low"
"3","speed",0.634,TRUE,"nw_low"
"3","speed",0.578,TRUE,"nw_High"
"3","speed",0.535,TRUE,"nw_High"
"3","speed",0.554,TRUE,"low"
"3","speed",0.578,TRUE,"nw_High"
"3","speed",0.466,TRUE,"High"
"3","speed",0.504,TRUE,"very_low"
"3","speed",0.54,TRUE,"nw_low"
"3","speed",0.641,TRUE,"low"
"3","speed",0.56,TRUE,"very_low"
"3","speed",0.572,TRUE,"nw_very_low"
"3","speed",0.51,TRUE,"low"
"3","speed",0.504,TRUE,"low"
"3","speed",0.584,TRUE,"nw_low"
"3","speed",0.603,TRUE,"nw_High"
"3","speed",0.535,TRUE,"very_low"
"3","speed",0.56,TRUE,"nw_low"
"3","speed",0.715,TRUE,"nw_low"
"3","speed",0.641,FALSE,"very_low"
"3","speed",0.51,TRUE,"nw_very_low"
"3","speed",0.498,TRUE,"High"
"3","speed",0.646,TRUE,"nw_low"
"3","speed",0.647,TRUE,"nw_very_low"
"3","speed",0.641,TRUE,"very_low"
"3","speed",0.516,TRUE,"nw_low"
"3","speed",0.597,TRUE,"very_low"
"3","speed",0.497,TRUE,"nw_very_low"
"3","speed",0.467,FALSE,"nw_very_low"
"3","speed",0.74,FALSE,"High"
"3","speed",0.877,TRUE,"low"
"3","speed",0.581,TRUE,"High"
"3","speed",0.609,TRUE,"low"
"3","speed",0.666,TRUE,"very_low"
"3","speed",0.597,TRUE,"low"
"3","speed",0.584,TRUE,"nw_High"
"3","speed",0.709,TRUE,"nw_High"
"3","speed",0.566,FALSE,"low"
"3","speed",0.56,TRUE,"High"
"3","speed",0.895,TRUE,"nw_High"
"3","speed",0.724,TRUE,"nw_very_low"
"3","speed",0.722,TRUE,"nw_low"
"3","speed",0.561,TRUE,"very_low"
"3","speed",0.603,TRUE,"nw_High"
"3","speed",0.497,TRUE,"nw_very_low"
"3","accuracy",0.972,TRUE,"very_low"
"3","accuracy",0.548,TRUE,"High"
"3","accuracy",0.616,TRUE,"nw_low"
"3","accuracy",0.641,TRUE,"High"
"3","accuracy",0.79,TRUE,"nw_High"
"3","accuracy",0.498,TRUE,"nw_very_low"
"3","accuracy",0.816,FALSE,"very_low"
"3","accuracy",1.44,TRUE,"nw_High"
"3","accuracy",0.567,TRUE,"low"
"3","accuracy",0.79,TRUE,"very_low"
"3","accuracy",0.703,TRUE,"High"
"3","accuracy",0.859,TRUE,"low"
"3","accuracy",0.684,TRUE,"nw_very_low"
"3","accuracy",0.784,TRUE,"nw_High"
"3","accuracy",0.648,TRUE,"low"
"3","accuracy",0.74,TRUE,"nw_very_low"
"3","accuracy",0.691,TRUE,"High"
"3","accuracy",0.747,TRUE,"nw_low"
"3","accuracy",0.872,TRUE,"High"
"3","accuracy",0.796,TRUE,"nw_very_low"
"3","accuracy",0.709,TRUE,"nw_low"
"3","accuracy",0.66,TRUE,"nw_High"
"3","accuracy",0.666,TRUE,"nw_High"
"3","accuracy",0.187,FALSE,"High"
"3","accuracy",1.363,TRUE,"low"
"3","accuracy",0.971,TRUE,"low"
"3","accuracy",0.84,TRUE,"low"
"3","accuracy",0.654,TRUE,"low"
"3","accuracy",0.535,TRUE,"High"
"3","accuracy",0.841,TRUE,"very_low"
"3","accuracy",0.684,TRUE,"low"
"3","accuracy",0.754,TRUE,"very_low"
"3","accuracy",0.79,TRUE,"nw_High"
"3","accuracy",0.846,TRUE,"nw_High"
"3","accuracy",0.896,TRUE,"very_low"
"3","accuracy",0.641,TRUE,"nw_High"
"3","accuracy",0.859,TRUE,"low"
"3","accuracy",0.703,FALSE,"very_low"
"3","accuracy",1.876,TRUE,"nw_very_low"
"3","accuracy",0.784,TRUE,"nw_very_low"
"3","accuracy",0.722,TRUE,"nw_low"
"3","accuracy",0.63,TRUE,"High"
"3","accuracy",0.715,TRUE,"nw_High"
"3","accuracy",0.877,TRUE,"nw_High"
"3","accuracy",0.598,TRUE,"very_low"
"3","accuracy",0.66,TRUE,"High"
"3","accuracy",0.653,TRUE,"nw_very_low"
"3","accuracy",0.722,TRUE,"nw_very_low"
"3","accuracy",0.541,TRUE,"nw_low"
"3","accuracy",0.629,TRUE,"nw_very_low"
"3","accuracy",0.828,TRUE,"nw_High"
"3","accuracy",0.61,TRUE,"low"
"3","accuracy",1.108,TRUE,"very_low"
"3","accuracy",0.865,TRUE,"very_low"
"3","accuracy",0.752,TRUE,"nw_High"
"3","accuracy",0.741,TRUE,"low"
"3","accuracy",0.621,TRUE,"nw_High"
"3","accuracy",0.741,TRUE,"very_low"
"3","accuracy",0.609,TRUE,"nw_very_low"
"3","accuracy",0.66,TRUE,"very_low"
"3","accuracy",0.753,TRUE,"nw_low"
"3","accuracy",0.909,TRUE,"nw_low"
"3","accuracy",0.779,TRUE,"low"
"3","accuracy",0.778,TRUE,"nw_High"
"3","accuracy",0.772,FALSE,"very_low"
"3","accuracy",2.567,TRUE,"nw_low"
"3","accuracy",0.641,TRUE,"High"
"3","accuracy",1.269,TRUE,"nw_low"
"3","accuracy",0.579,TRUE,"High"
"3","accuracy",0.64,TRUE,"nw_very_low"
"3","accuracy",0.797,TRUE,"very_low"
"3","accuracy",0.666,TRUE,"nw_low"
"3","accuracy",0.747,TRUE,"nw_low"
"3","accuracy",0.549,TRUE,"low"
"3","accuracy",0.772,TRUE,"nw_low"
"3","accuracy",0.815,TRUE,"nw_High"
"3","accuracy",0.623,TRUE,"High"
"3","accuracy",1.082,TRUE,"High"
"3","accuracy",0.722,TRUE,"nw_very_low"
"3","accuracy",0.66,TRUE,"High"
"3","accuracy",1.064,TRUE,"High"
"3","accuracy",1.206,TRUE,"nw_low"
"3","accuracy",0.722,TRUE,"nw_very_low"
"3","accuracy",0.617,TRUE,"low"
"3","accuracy",0.765,TRUE,"nw_low"
"3","accuracy",1.09,TRUE,"nw_very_low"
"3","accuracy",0.778,TRUE,"nw_very_low"
"3","accuracy",0.742,TRUE,"low"
"3","accuracy",0.735,TRUE,"High"
"3","accuracy",0.702,TRUE,"nw_low"
"3","accuracy",0.666,TRUE,"nw_High"
"3","accuracy",0.834,TRUE,"nw_low"
"3","accuracy",0.617,TRUE,"low"
"3","accuracy",2.165,TRUE,"very_low"
"3","accuracy",0.659,TRUE,"very_low"
"3","accuracy",0.714,TRUE,"nw_very_low"
"3","speed",1.084,TRUE,"nw_very_low"
"3","speed",0.562,TRUE,"low"
"3","speed",0.441,TRUE,"High"
"3","speed",0.429,TRUE,"low"
"3","speed",0.616,FALSE,"nw_very_low"
"3","speed",0.734,TRUE,"very_low"
"3","speed",0.566,FALSE,"low"
"3","speed",0.802,TRUE,"nw_low"
"3","speed",0.874,TRUE,"very_low"
"3","speed",0.643,TRUE,"nw_High"
"3","speed",0.474,TRUE,"low"
"3","speed",0.696,TRUE,"low"
"3","speed",0.566,TRUE,"High"
"3","speed",0.485,TRUE,"low"
"3","speed",0.436,TRUE,"low"
"3","speed",0.554,TRUE,"nw_low"
"3","speed",0.684,TRUE,"nw_low"
"3","speed",0.478,TRUE,"nw_low"
"3","speed",0.591,TRUE,"very_low"
"3","speed",0.566,TRUE,"nw_very_low"
"3","speed",0.559,TRUE,"nw_High"
"3","speed",0.51,TRUE,"High"
"3","speed",0.616,TRUE,"nw_High"
"3","speed",0.491,TRUE,"low"
"3","speed",0.603,TRUE,"very_low"
"3","speed",0.541,TRUE,"nw_High"
"3","speed",0.553,TRUE,"nw_High"
"3","speed",0.591,TRUE,"nw_very_low"
"3","speed",0.578,TRUE,"nw_High"
"3","speed",0.49,TRUE,"nw_low"
"3","speed",0.504,TRUE,"High"
"3","speed",0.629,TRUE,"High"
"3","speed",0.466,TRUE,"nw_low"
"3","speed",0.417,TRUE,"low"
"3","speed",0.429,TRUE,"nw_very_low"
"3","speed",0.41,TRUE,"High"
"3","speed",0.522,TRUE,"nw_low"
"3","speed",0.423,TRUE,"low"
"3","speed",0.404,TRUE,"nw_High"
"3","speed",0.373,FALSE,"nw_low"
"3","speed",0.697,FALSE,"nw_very_low"
"3","speed",0.504,TRUE,"nw_low"
"3","speed",0.628,TRUE,"nw_very_low"
"3","speed",0.517,TRUE,"High"
"3","speed",0.541,TRUE,"low"
"3","speed",0.509,TRUE,"nw_High"
"3","speed",0.479,TRUE,"nw_very_low"
"3","speed",0.597,TRUE,"nw_High"
"3","speed",0.473,TRUE,"nw_very_low"
"3","speed",0.51,TRUE,"High"
"3","speed",0.678,TRUE,"very_low"
"3","speed",0.535,TRUE,"nw_High"
"3","speed",0.572,TRUE,"High"
"3","speed",0.404,FALSE,"very_low"
"3","speed",0.491,TRUE,"High"
"3","speed",0.541,TRUE,"nw_very_low"
"3","speed",0.554,TRUE,"very_low"
"3","speed",0.485,TRUE,"nw_very_low"
"3","speed",0.43,TRUE,"very_low"
"3","speed",0.46,TRUE,"High"
"3","speed",0.503,TRUE,"nw_very_low"
"3","speed",0.56,TRUE,"nw_High"
"3","speed",0.51,TRUE,"nw_High"
"3","speed",0.529,TRUE,"nw_High"
"3","speed",0.43,TRUE,"nw_low"
"3","speed",0.516,TRUE,"High"
"3","speed",0.741,TRUE,"very_low"
"3","speed",0.615,TRUE,"nw_very_low"
"3","speed",0.504,TRUE,"low"
"3","speed",0.547,TRUE,"nw_very_low"
"3","speed",0.472,TRUE,"nw_low"
"3","speed",0.442,TRUE,"High"
"3","speed",0.528,TRUE,"nw_very_low"
"3","speed",0.473,TRUE,"very_low"
"3","speed",0.591,TRUE,"very_low"
"3","speed",0.528,TRUE,"nw_very_low"
"3","speed",0.728,TRUE,"very_low"
"3","speed",0.709,TRUE,"low"
"3","speed",0.497,TRUE,"very_low"
"3","speed",0.435,TRUE,"High"
"3","speed",0.417,TRUE,"low"
"3","speed",0.503,FALSE,"very_low"
"3","speed",0.995,TRUE,"nw_High"
"3","speed",0.855,TRUE,"very_low"
"3","speed",0.599,TRUE,"low"
"3","speed",0.721,TRUE,"nw_High"
"3","speed",0.548,TRUE,"nw_low"
"3","speed",0.542,TRUE,"High"
"3","speed",0.64,TRUE,"nw_low"
"3","speed",0.728,TRUE,"nw_low"
"3","speed",0.41,TRUE,"High"
"3","speed",0.379,FALSE,"low"
"3","speed",1.014,TRUE,"nw_low"
"3","speed",0.674,TRUE,"nw_low"
"3","speed",0.541,FALSE,"very_low"
"3","speed",0.516,TRUE,"nw_High"
"3","accuracy",1.333,FALSE,"low"
"3","accuracy",1.192,TRUE,"very_low"
"3","accuracy",0.808,TRUE,"nw_low"
"3","accuracy",0.965,TRUE,"nw_low"
"3","accuracy",1.078,TRUE,"High"
"3","accuracy",0.753,TRUE,"High"
"3","accuracy",0.841,TRUE,"very_low"
"3","accuracy",0.647,TRUE,"High"
"3","accuracy",0.555,TRUE,"very_low"
"3","accuracy",0.554,TRUE,"nw_very_low"
"3","accuracy",0.917,TRUE,"low"
"3","accuracy",1.381,TRUE,"nw_very_low"
"3","accuracy",0.622,TRUE,"low"
"3","accuracy",0.79,TRUE,"nw_High"
"3","accuracy",0.567,TRUE,"very_low"
"3","accuracy",0.828,TRUE,"very_low"
"3","accuracy",0.666,TRUE,"nw_very_low"
"3","accuracy",0.964,TRUE,"nw_low"
"3","accuracy",0.617,TRUE,"nw_low"
"3","accuracy",1.787,TRUE,"nw_High"
"3","accuracy",0.673,TRUE,"low"
"3","accuracy",0.815,TRUE,"nw_low"
"3","accuracy",0.847,TRUE,"nw_low"
"3","accuracy",0.684,TRUE,"nw_very_low"
"3","accuracy",0.629,TRUE,"High"
"3","accuracy",0.604,TRUE,"High"
"3","accuracy",0.852,TRUE,"nw_High"
"3","accuracy",0.567,TRUE,"low"
"3","accuracy",0.734,TRUE,"nw_low"
"3","accuracy",0.704,TRUE,"nw_very_low"
"3","accuracy",0.829,TRUE,"very_low"
"3","accuracy",0.603,TRUE,"nw_High"
"3","accuracy",1.169,TRUE,"nw_High"
"3","accuracy",0.573,TRUE,"High"
"3","accuracy",0.653,TRUE,"nw_very_low"
"3","accuracy",0.654,TRUE,"nw_very_low"
"3","accuracy",0.759,TRUE,"nw_low"
"3","accuracy",0.586,TRUE,"low"
"3","accuracy",0.547,TRUE,"low"
"3","accuracy",0.617,TRUE,"High"
"3","accuracy",0.734,TRUE,"nw_High"
"3","accuracy",0.685,TRUE,"very_low"
"3","accuracy",0.734,TRUE,"nw_low"
"3","accuracy",0.728,TRUE,"High"
"3","accuracy",1.008,TRUE,"very_low"
"3","accuracy",0.69,FALSE,"very_low"
"3","accuracy",0.85,TRUE,"High"
"3","accuracy",0.889,TRUE,"nw_low"
"3","accuracy",0.647,TRUE,"very_low"
"3","accuracy",1.052,TRUE,"very_low"
"3","accuracy",0.672,TRUE,"High"
"3","accuracy",0.615,TRUE,"low"
"3","accuracy",0.666,TRUE,"nw_low"
"3","accuracy",1.126,TRUE,"nw_low"
"3","accuracy",1.213,TRUE,"nw_very_low"
"3","accuracy",0.636,TRUE,"very_low"
"3","accuracy",0.728,TRUE,"very_low"
"3","accuracy",1.493,TRUE,"nw_very_low"
"3","accuracy",0.604,TRUE,"low"
"3","accuracy",0.646,TRUE,"nw_High"
"3","accuracy",0.604,TRUE,"low"
"3","accuracy",0.579,TRUE,"High"
"3","accuracy",0.516,TRUE,"nw_low"
"3","accuracy",0.858,TRUE,"nw_High"
"3","accuracy",0.561,TRUE,"nw_High"
"3","accuracy",0.79,TRUE,"very_low"
"3","accuracy",0.735,TRUE,"High"
"3","accuracy",0.766,TRUE,"very_low"
"3","accuracy",0.822,TRUE,"nw_very_low"
"3","accuracy",0.716,TRUE,"High"
"3","accuracy",0.715,TRUE,"nw_very_low"
"3","accuracy",0.822,TRUE,"nw_High"
"3","accuracy",0.772,TRUE,"low"
"3","accuracy",0.777,TRUE,"nw_low"
"3","accuracy",0.94,TRUE,"nw_low"
"3","accuracy",0.746,TRUE,"nw_very_low"
"3","accuracy",0.735,TRUE,"low"
"3","accuracy",0.796,TRUE,"nw_High"
"3","accuracy",0.679,TRUE,"low"
"3","accuracy",0.734,TRUE,"nw_High"
"3","accuracy",0.722,TRUE,"nw_very_low"
"3","accuracy",0.71,TRUE,"High"
"3","accuracy",0.716,TRUE,"low"
"3","accuracy",0.802,TRUE,"nw_High"
"3","accuracy",0.747,TRUE,"High"
"3","accuracy",0.771,TRUE,"nw_High"
"3","accuracy",0.741,TRUE,"very_low"
"3","accuracy",0.741,TRUE,"High"
"3","accuracy",0.622,TRUE,"nw_very_low"
"3","accuracy",1.15,TRUE,"nw_High"
"3","accuracy",0.566,TRUE,"nw_low"
"3","accuracy",0.717,TRUE,"low"
"3","accuracy",0.683,TRUE,"nw_High"
"3","accuracy",1.295,TRUE,"nw_very_low"
"3","accuracy",0.616,TRUE,"nw_very_low"
"3","accuracy",0.598,TRUE,"low"
"3","speed",0.792,TRUE,"low"
"3","speed",0.506,TRUE,"low"
"3","speed",0.559,TRUE,"nw_very_low"
"3","speed",0.441,TRUE,"nw_very_low"
"3","speed",0.448,TRUE,"High"
"3","speed",0.684,TRUE,"very_low"
"3","speed",0.659,TRUE,"nw_High"
"3","speed",0.528,TRUE,"nw_very_low"
"3","speed",0.454,TRUE,"nw_low"
"3","speed",0.522,TRUE,"nw_High"
"3","speed",0.467,TRUE,"very_low"
"3","speed",0.404,TRUE,"very_low"
"3","speed",0.391,TRUE,"nw_very_low"
"3","speed",0.628,TRUE,"nw_low"
"3","speed",0.361,TRUE,"nw_High"
"3","speed",0.392,TRUE,"nw_low"
"3","speed",0.354,FALSE,"very_low"
"3","speed",0.523,TRUE,"nw_very_low"
"3","speed",0.634,TRUE,"nw_High"
"3","speed",0.454,TRUE,"nw_High"
"3","speed",0.454,TRUE,"nw_High"
"3","speed",0.51,TRUE,"very_low"
"3","speed",0.565,TRUE,"nw_low"
"3","speed",0.598,TRUE,"very_low"
"3","speed",0.541,TRUE,"low"
"3","speed",0.702,TRUE,"High"
"3","speed",0.622,TRUE,"nw_High"
"3","speed",0.553,TRUE,"low"
"3","speed",0.422,TRUE,"nw_very_low"
"3","speed",0.46,TRUE,"nw_low"
"3","speed",0.404,TRUE,"nw_very_low"
"3","speed",0.436,TRUE,"High"
"3","speed",0.429,FALSE,"low"
"3","speed",0.553,TRUE,"low"
"3","speed",0.51,TRUE,"High"
"3","speed",0.634,TRUE,"nw_very_low"
"3","speed",1.032,TRUE,"nw_High"
"3","speed",0.537,TRUE,"low"
"3","speed",0.466,TRUE,"nw_High"
"3","speed",0.498,TRUE,"low"
"3","speed",0.659,TRUE,"nw_very_low"
"3","speed",0.672,TRUE,"nw_very_low"
"3","speed",0.604,TRUE,"nw_low"
"3","speed",0.51,TRUE,"High"
"3","speed",0.697,TRUE,"low"
"3","speed",0.548,TRUE,"low"
"3","speed",0.658,TRUE,"nw_low"
"3","speed",0.523,TRUE,"nw_very_low"
"3","speed",0.666,TRUE,"nw_low"
"3","speed",0.504,TRUE,"High"
"3","speed",0.453,TRUE,"nw_High"
"3","speed",0.765,TRUE,"very_low"
"3","speed",0.767,TRUE,"nw_low"
"3","speed",0.669,TRUE,"low"
"3","speed",0.573,TRUE,"low"
"3","speed",0.441,TRUE,"High"
"3","speed",0.516,TRUE,"nw_very_low"
"3","speed",0.547,TRUE,"nw_low"
"3","speed",0.491,TRUE,"nw_very_low"
"3","speed",0.461,TRUE,"High"
"3","speed",0.547,TRUE,"nw_very_low"
"3","speed",0.466,TRUE,"High"
"3","speed",0.454,TRUE,"nw_High"
"3","speed",0.479,TRUE,"High"
"3","speed",0.491,FALSE,"low"
"3","speed",0.498,TRUE,"very_low"
"3","speed",0.988,TRUE,"nw_low"
"3","speed",0.712,TRUE,"nw_low"
"3","speed",0.46,FALSE,"very_low"
"3","speed",0.983,TRUE,"nw_High"
"3","speed",0.525,TRUE,"nw_High"
"3","speed",0.466,TRUE,"nw_low"
"3","speed",0.448,TRUE,"nw_High"
"3","speed",0.498,TRUE,"low"
"3","speed",0.429,TRUE,"High"
"3","speed",0.473,TRUE,"High"
"3","speed",0.454,TRUE,"very_low"
"3","speed",0.591,TRUE,"High"
"3","speed",0.373,TRUE,"High"
"3","speed",0.497,TRUE,"nw_High"
"3","speed",0.541,TRUE,"High"
"3","speed",0.591,TRUE,"nw_low"
"3","speed",0.56,TRUE,"low"
"3","speed",0.584,FALSE,"very_low"
"3","speed",0.691,TRUE,"very_low"
"3","speed",0.566,TRUE,"very_low"
"3","speed",0.734,TRUE,"low"
"3","speed",0.658,TRUE,"nw_very_low"
"3","speed",0.753,TRUE,"nw_High"
"3","speed",0.537,TRUE,"nw_very_low"
"3","speed",0.653,TRUE,"nw_low"
"3","speed",0.497,FALSE,"very_low"
"3","speed",0.604,TRUE,"very_low"
"3","speed",0.429,TRUE,"very_low"
"3","speed",0.69,TRUE,"nw_low"
"3","speed",0.473,TRUE,"High"
"3","accuracy",1.837,TRUE,"High"
"3","accuracy",0.696,TRUE,"nw_High"
"3","accuracy",0.579,TRUE,"nw_High"
"3","accuracy",0.71,TRUE,"low"
"3","accuracy",1.276,TRUE,"High"
"3","accuracy",0.616,TRUE,"nw_High"
"3","accuracy",0.753,TRUE,"nw_High"
"3","accuracy",0.909,TRUE,"very_low"
"3","accuracy",0.834,TRUE,"low"
"3","accuracy",1.047,TRUE,"very_low"
"3","accuracy",0.722,TRUE,"High"
"3","accuracy",0.927,TRUE,"nw_low"
"3","accuracy",0.647,TRUE,"nw_very_low"
"3","accuracy",0.946,TRUE,"nw_very_low"
"3","accuracy",1.45,TRUE,"nw_very_low"
"3","accuracy",0.61,TRUE,"low"
"3","accuracy",1.5,TRUE,"very_low"
"3","accuracy",1.189,TRUE,"very_low"
"3","accuracy",0.597,TRUE,"low"
"3","accuracy",0.74,TRUE,"nw_High"
"3","accuracy",1.102,TRUE,"nw_very_low"
"3","accuracy",0.623,TRUE,"very_low"
"3","accuracy",0.69,TRUE,"nw_low"
"3","accuracy",0.785,TRUE,"nw_low"
"3","accuracy",0.648,TRUE,"very_low"
"3","accuracy",0.697,TRUE,"nw_High"
"3","accuracy",0.692,FALSE,"nw_High"
"3","accuracy",0.88,TRUE,"low"
"3","accuracy",0.883,TRUE,"nw_High"
"3","accuracy",0.858,TRUE,"nw_low"
"3","accuracy",0.747,TRUE,"very_low"
"3","accuracy",0.56,TRUE,"nw_low"
"3","accuracy",1.195,TRUE,"nw_High"
"3","accuracy",0.784,TRUE,"nw_low"
"3","accuracy",0.716,TRUE,"nw_very_low"
"3","accuracy",1.388,TRUE,"nw_High"
"3","accuracy",0.572,TRUE,"nw_very_low"
"3","accuracy",0.946,TRUE,"nw_very_low"
"3","accuracy",0.684,TRUE,"nw_very_low"
"3","accuracy",0.916,TRUE,"nw_low"
"3","accuracy",0.586,TRUE,"High"
"3","accuracy",0.772,TRUE,"very_low"
"3","accuracy",0.728,TRUE,"High"
"3","accuracy",0.585,TRUE,"nw_low"
"3","accuracy",0.629,TRUE,"low"
"3","accuracy",1.183,TRUE,"nw_High"
"3","accuracy",0.63,TRUE,"low"
"3","accuracy",0.598,TRUE,"High"
"3","accuracy",0.61,TRUE,"High"
"3","accuracy",0.623,TRUE,"low"
"3","accuracy",0.616,TRUE,"low"
"3","accuracy",0.803,TRUE,"nw_low"
"3","accuracy",0.803,TRUE,"low"
"3","accuracy",0.846,TRUE,"very_low"
"3","accuracy",0.678,TRUE,"nw_low"
"3","accuracy",0.561,TRUE,"High"
"3","accuracy",0.598,TRUE,"High"
"3","accuracy",1.387,TRUE,"nw_low"
"3","accuracy",0.747,TRUE,"low"
"3","accuracy",0.896,FALSE,"High"
"3","accuracy",1.677,TRUE,"very_low"
"3","accuracy",0.826,TRUE,"nw_low"
"3","accuracy",0.829,TRUE,"low"
"3","accuracy",0.666,TRUE,"High"
"3","accuracy",0.61,TRUE,"High"
"3","accuracy",0.659,TRUE,"very_low"
"3","accuracy",0.604,TRUE,"very_low"
"3","accuracy",1.039,TRUE,"nw_very_low"
"3","accuracy",0.554,TRUE,"High"
"3","accuracy",0.628,TRUE,"High"
"3","accuracy",0.653,TRUE,"nw_High"
"3","accuracy",0.834,TRUE,"nw_High"
"3","accuracy",0.685,TRUE,"very_low"
"3","accuracy",0.778,TRUE,"very_low"
"3","accuracy",0.734,TRUE,"nw_High"
"3","accuracy",0.852,TRUE,"nw_High"
"3","accuracy",0.784,TRUE,"nw_High"
"3","accuracy",0.585,TRUE,"nw_low"
"3","accuracy",0.983,TRUE,"nw_low"
"3","accuracy",0.579,TRUE,"nw_very_low"
"3","accuracy",0.791,TRUE,"very_low"
"3","accuracy",0.584,TRUE,"High"
"3","accuracy",0.659,TRUE,"nw_very_low"
"3","accuracy",0.728,TRUE,"very_low"
"3","accuracy",0.647,TRUE,"low"
"3","accuracy",0.659,TRUE,"nw_very_low"
"3","accuracy",0.84,TRUE,"nw_very_low"
"3","accuracy",0.79,TRUE,"nw_low"
"3","accuracy",0.685,TRUE,"High"
"3","accuracy",0.746,TRUE,"nw_very_low"
"3","accuracy",0.746,TRUE,"nw_very_low"
"3","accuracy",0.728,TRUE,"nw_very_low"
"3","accuracy",1.09,TRUE,"low"
"3","accuracy",0.572,TRUE,"low"
"3","accuracy",0.572,TRUE,"nw_low"
"3","accuracy",0.61,TRUE,"low"
"3","speed",0.742,TRUE,"nw_High"
"3","speed",0.416,TRUE,"High"
"3","speed",0.466,TRUE,"very_low"
"3","speed",0.435,TRUE,"very_low"
"3","speed",0.411,TRUE,"very_low"
"3","speed",0.484,TRUE,"nw_High"
"3","speed",0.404,FALSE,"low"
"3","speed",1.194,TRUE,"nw_High"
"3","speed",0.997,TRUE,"nw_very_low"
"3","speed",0.582,TRUE,"low"
"3","speed",0.385,TRUE,"High"
"3","speed",0.634,TRUE,"nw_low"
"3","speed",0.51,TRUE,"very_low"
"3","speed",0.516,TRUE,"low"
"3","speed",0.503,TRUE,"nw_very_low"
"3","speed",0.603,TRUE,"nw_very_low"
"3","speed",0.523,TRUE,"High"
"3","speed",0.397,TRUE,"nw_High"
"3","speed",0.386,TRUE,"High"
"3","speed",0.684,TRUE,"very_low"
"3","speed",0.485,FALSE,"very_low"
"3","speed",0.653,TRUE,"very_low"
"3","speed",0.621,TRUE,"nw_High"
"3","speed",0.597,TRUE,"nw_High"
"3","speed",0.529,TRUE,"low"
"3","speed",0.529,TRUE,"High"
"3","speed",0.573,TRUE,"very_low"
"3","speed",0.585,TRUE,"High"
"3","speed",0.46,TRUE,"very_low"
"3","speed",0.429,TRUE,"low"
"3","speed",0.597,TRUE,"nw_very_low"
"3","speed",1.058,TRUE,"low"
"3","speed",0.854,TRUE,"nw_low"
"3","speed",0.699,TRUE,"low"
"3","speed",0.641,TRUE,"nw_very_low"
"3","speed",0.461,TRUE,"low"
"3","speed",0.447,FALSE,"High"
"3","speed",0.53,TRUE,"very_low"
"3","speed",0.554,TRUE,"nw_very_low"
"3","speed",0.772,TRUE,"nw_very_low"
"3","speed",0.718,TRUE,"nw_very_low"
"3","speed",0.951,TRUE,"nw_very_low"
"3","speed",0.618,TRUE,"nw_low"
"3","speed",0.759,TRUE,"nw_High"
"3","speed",0.457,TRUE,"nw_low"
"3","speed",0.491,TRUE,"High"
"3","speed",0.747,TRUE,"High"
"3","speed",0.454,TRUE,"nw_very_low"
"3","speed",0.392,TRUE,"nw_low"
"3","speed",0.523,TRUE,"low"
"3","speed",0.404,TRUE,"nw_High"
"3","speed",0.479,FALSE,"very_low"
"3","speed",0.883,TRUE,"nw_very_low"
"3","speed",0.562,TRUE,"nw_low"
"3","speed",0.628,TRUE,"nw_low"
"3","speed",0.753,TRUE,"nw_High"
"3","speed",0.513,TRUE,"very_low"
"3","speed",0.603,TRUE,"nw_High"
"3","speed",0.529,TRUE,"very_low"
"3","speed",0.604,TRUE,"very_low"
"3","speed",0.497,TRUE,"High"
"3","speed",0.584,TRUE,"nw_low"
"3","speed",0.46,TRUE,"High"
"3","speed",0.547,TRUE,"nw_low"
"3","speed",0.559,TRUE,"nw_High"
"3","speed",0.66,TRUE,"nw_low"
"3","speed",0.454,TRUE,"nw_very_low"
"3","speed",0.48,TRUE,"High"
"3","speed",0.485,FALSE,"nw_very_low"
"3","speed",0.627,TRUE,"nw_High"
"3","speed",0.671,TRUE,"nw_low"
"3","speed",0.51,TRUE,"low"
"3","speed",0.491,TRUE,"nw_High"
"3","speed",0.523,TRUE,"High"
"3","speed",0.672,FALSE,"nw_low"
"3","speed",0.602,TRUE,"nw_low"
"3","speed",0.61,TRUE,"nw_low"
"3","speed",1.002,TRUE,"nw_very_low"
"3","speed",0.955,TRUE,"nw_High"
"3","speed",0.519,FALSE,"low"
"3","speed",0.46,TRUE,"High"
"3","speed",0.361,TRUE,"High"
"3","speed",0.478,TRUE,"nw_low"
"3","speed",0.554,TRUE,"low"
"3","speed",0.41,FALSE,"low"
"3","speed",0.641,TRUE,"low"
"3","speed",0.46,FALSE,"nw_low"
"3","speed",1.182,FALSE,"low"
"3","speed",0.812,FALSE,"nw_very_low"
"3","speed",0.655,TRUE,"nw_very_low"
"3","speed",0.447,FALSE,"low"
"3","speed",0.529,TRUE,"High"
"3","speed",0.361,TRUE,"very_low"
"3","speed",0.572,TRUE,"nw_High"
"3","speed",0.641,TRUE,"nw_High"
"3","speed",0.491,TRUE,"very_low"
"3","accuracy",2.441,TRUE,"nw_very_low"
